array size,selection sort operations,merge sort operations
41,2870,2319
41,2881,2322
41,2887,2325
41,2878,2325
41,2890,2322
41,2875,2318
41,2878,2323
41,2896,2317
41,2883,2323
41,2896,2323
41,2882,2327
41,2871,2326
41,2870,2327
41,2888,2315
41,2874,2318
41,2889,2316
41,2899,2321
41,2884,2320
41,2872,2318
41,2878,2321
41,2876,2317
41,2880,2315
41,2882,2319
41,2888,2323
41,2890,2322
41,2883,2322
41,2887,2326
41,2896,2323
41,2885,2316
41,2874,2320
41,2885,2320
41,2866,2321
41,2867,2322
41,2899,2321
41,2870,2318
41,2874,2313
41,2887,2323
41,2872,2327
41,2888,2323
41,2876,2323
41,2890,2322
41,2869,2323
41,2885,2319
41,2909,2318
41,2876,2324
41,2866,2321
41,2893,2320
41,2888,2317
41,2879,2319
41,2870,2316
41,2884,2319
41,2888,2322
41,2896,2315
41,2868,2315
41,2901,2319
41,2888,2326
41,2878,2318
41,2867,2324
41,2873,2325
41,2871,2326
41,2892,2326
41,2893,2325
41,2884,2323
41,2895,2317
41,2885,2312
41,2869,2313
41,2869,2313
41,2879,2322
41,2906,2325
41,2860,2320
41,2899,2318
41,2872,2324
41,2874,2315
41,2869,2316
41,2886,2318
41,2889,2323
41,2887,2315
41,2913,2323
41,2867,2323
41,2869,2315
41,2876,2325
41,2871,2319
41,2882,2317
41,2875,2321
41,2878,2319
41,2875,2324
41,2874,2319
41,2877,2320
41,2881,2324
41,2874,2321
41,2880,2322
41,2888,2324
41,2872,2314
41,2877,2324
41,2874,2325
41,2883,2320
41,2882,2328
41,2888,2319
41,2880,2318
41,2888,2316
41,2891,2317
41,2867,2318
41,2885,2324
41,2884,2325
41,2874,2323
41,2873,2321
41,2901,2317
41,2895,2316
41,2872,2322
41,2880,2324
41,2900,2321
41,2876,2325
41,2857,2317
41,2872,2326
41,2878,2321
41,2865,2320
41,2862,2324
41,2870,2320
41,2899,2323
41,2881,2320
41,2871,2323
41,2868,2316
41,2887,2322
41,2880,2323
41,2879,2320
41,2882,2323
41,2888,2324
41,2878,2319
41,2874,2323
41,2888,2317
41,2877,2319
41,2886,2319
41,2884,2318
41,2890,2321
41,2880,2321
41,2889,2323
41,2889,2317
41,2877,2324
41,2885,2317
41,2881,2316
41,2884,2323
41,2891,2321
41,2862,2318
41,2879,2320
41,2887,2319
41,2888,2324
41,2879,2323
41,2867,2324
41,2876,2324
41,2892,2323
41,2885,2316
41,2891,2319
41,2883,2317
41,2872,2324
41,2883,2315
41,2865,2319
41,2880,2321
41,2883,2319
41,2882,2319
41,2883,2319
41,2870,2317
41,2875,2319
41,2882,2315
41,2869,2323
41,2874,2324
41,2881,2323
41,2918,2321
41,2879,2320
41,2876,2318
41,2905,2320
41,2881,2331
41,2897,2321
41,2874,2324
41,2882,2325
41,2886,2322
41,2877,2314
41,2881,2324
41,2898,2319
41,2898,2322
41,2887,2317
41,2862,2317
41,2876,2324
41,2878,2313
41,2878,2323
41,2886,2315
41,2861,2319
41,2864,2317
41,2890,2322
41,2876,2317
41,2874,2325
41,2870,2325
41,2876,2324
41,2882,2316
41,2889,2319
41,2882,2324
41,2874,2320
41,2890,2323
41,2870,2315
41,2888,2326
41,2873,2318
41,2869,2318
41,2867,2323
41,2875,2320
41,2893,2316
41,2878,2327
41,2881,2318
41,2884,2320
41,2872,2321
41,2877,2318
41,2893,2323
41,2864,2318
41,2871,2321
41,2887,2324
41,2892,2319
41,2896,2320
41,2877,2314
41,2892,2321
41,2872,2316
41,2872,2323
41,2877,2324
41,2876,2324
41,2880,2320
41,2883,2327
41,2885,2324
41,2882,2324
41,2858,2317
41,2885,2325
41,2873,2321
41,2880,2318
41,2875,2320
41,2866,2315
41,2881,2319
41,2875,2317
41,2890,2324
41,2881,2317
41,2886,2319
41,2878,2319
41,2883,2315
41,2880,2323
41,2871,2320
41,2869,2319
41,2873,2326
41,2881,2320
41,2862,2322
41,2871,2316
41,2872,2322
41,2863,2325
41,2875,2321
41,2881,2325
41,2878,2322
41,2891,2327
41,2890,2321
41,2903,2317
41,2879,2323
41,2883,2323
41,2878,2324
41,2876,2324
41,2897,2318
41,2861,2321
41,2880,2318
41,2887,2325
41,2882,2322
41,2882,2315
41,2872,2317
41,2867,2310
41,2885,2325
41,2879,2321
41,2871,2325
41,2868,2319
41,2869,2325
41,2868,2322
41,2890,2322
41,2874,2320
41,2902,2323
41,2866,2323
41,2890,2329
41,2879,2320
41,2873,2319
41,2866,2320
41,2874,2322
41,2874,2319
41,2871,2318
41,2889,2319
41,2880,2318
41,2884,2320
41,2867,2324
41,2877,2324
41,2872,2320
41,2884,2317
41,2884,2324
41,2900,2320
41,2892,2325
41,2886,2315
41,2880,2325
41,2885,2321
41,2884,2319
41,2879,2312
41,2881,2317
41,2874,2318
41,2884,2320
41,2884,2319
41,2888,2322
41,2884,2320
41,2873,2320
41,2873,2322
41,2863,2324
41,2878,2322
41,2891,2323
41,2880,2324
41,2878,2317
41,2887,2317
41,2882,2326
41,2901,2317
41,2881,2328
41,2885,2316
41,2864,2323
41,2870,2314
41,2890,2315
41,2868,2317
41,2872,2320
41,2880,2316
41,2893,2321
41,2860,2320
41,2871,2319
41,2876,2322
41,2882,2324
41,2874,2314
41,2864,2322
41,2865,2325
41,2877,2318
41,2873,2321
41,2876,2322
41,2876,2326
41,2884,2319
41,2873,2322
41,2886,2324
41,2885,2319
41,2873,2321
41,2868,2318
41,2886,2324
41,2878,2325
41,2873,2323
41,2876,2316
41,2887,2321
41,2891,2308
41,2877,2317
41,2883,2318
41,2888,2319
41,2894,2321
41,2865,2316
41,2877,2322
41,2866,2326
41,2875,2316
41,2869,2321
41,2889,2323
41,2873,2315
41,2877,2322
41,2872,2323
41,2861,2321
41,2891,2317
41,2865,2319
41,2887,2318
41,2873,2320
41,2876,2322
41,2870,2318
41,2889,2322
41,2859,2319
41,2872,2320
41,2864,2324
41,2877,2320
41,2875,2321
41,2859,2317
41,2885,2317
41,2894,2320
41,2901,2321
41,2875,2320
41,2873,2323
41,2872,2320
41,2876,2323
41,2900,2320
41,2866,2318
41,2873,2323
41,2894,2323
41,2878,2316
41,2878,2321
41,2868,2327
41,2878,2321
41,2876,2320
41,2891,2327
41,2865,2326
41,2876,2325
41,2872,2318
41,2878,2325
41,2892,2318
41,2878,2317
41,2897,2327
41,2879,2320
41,2885,2319
41,2889,2322
41,2873,2324
41,2879,2319
41,2882,2319
41,2877,2318
41,2879,2323
41,2872,2322
41,2889,2321
41,2878,2321
41,2870,2322
41,2871,2326
41,2889,2321
41,2870,2319
41,2865,2318
41,2880,2322
41,2873,2323
41,2893,2320
41,2878,2316
41,2873,2320
41,2879,2315
41,2877,2319
41,2885,2322
41,2884,2318
41,2887,2318
41,2886,2318
41,2886,2318
41,2885,2321
41,2864,2319
41,2886,2323
41,2869,2319
41,2891,2322
41,2882,2322
41,2888,2326
41,2887,2322
41,2876,2326
41,2880,2316
41,2867,2321
41,2887,2322
41,2877,2324
41,2880,2319
41,2867,2310
41,2893,2316
41,2900,2322
41,2886,2315
41,2880,2318
41,2889,2318
41,2883,2322
41,2870,2325
41,2879,2322
41,2875,2316
41,2881,2325
41,2904,2320
41,2876,2316
41,2873,2320
41,2883,2315
41,2881,2321
41,2867,2325
41,2882,2319
41,2885,2321
41,2886,2321
41,2894,2325
41,2870,2323
41,2873,2317
41,2880,2320
41,2886,2321
41,2880,2321
41,2858,2327
41,2873,2322
41,2887,2322
41,2876,2322
41,2894,2320
41,2877,2325
41,2884,2320
41,2877,2322
41,2885,2323
41,2868,2321
41,2900,2324
41,2893,2322
41,2872,2317
41,2869,2326
41,2870,2327
41,2877,2313
41,2886,2322
41,2885,2323
41,2870,2318
41,2880,2323
41,2878,2316
41,2850,2317
41,2872,2324
41,2881,2317
41,2868,2320
41,2882,2323
41,2892,2324
41,2861,2322
41,2884,2323
41,2893,2319
41,2888,2317
41,2874,2322
41,2872,2317
41,2889,2317
41,2868,2313
41,2865,2321
41,2881,2323
41,2889,2323
41,2872,2322
41,2893,2324
41,2870,2321
41,2876,2318
41,2862,2324
41,2884,2320
41,2869,2318
41,2879,2320
41,2880,2322
41,2891,2321
41,2874,2318
41,2887,2326
41,2878,2324
41,2889,2320
41,2879,2324
41,2879,2324
41,2879,2321
41,2888,2319
41,2895,2314
41,2887,2320
41,2874,2318
41,2880,2328
41,2883,2314
41,2872,2322
41,2885,2316
41,2874,2320
41,2878,2316
41,2887,2319
41,2893,2319
41,2881,2315
41,2875,2321
41,2889,2316
41,2871,2313
41,2869,2316
41,2881,2320
41,2880,2322
41,2888,2318
41,2880,2317
41,2895,2320
41,2877,2318
41,2874,2320
41,2888,2320
41,2879,2319
41,2864,2318
41,2885,2322
41,2889,2323
41,2877,2320
41,2879,2324
41,2894,2326
41,2878,2322
41,2862,2323
41,2868,2319
41,2871,2321
41,2891,2322
41,2870,2316
41,2866,2323
41,2880,2317
41,2882,2318
41,2892,2319
41,2873,2327
41,2879,2324
41,2876,2325
41,2876,2322
41,2895,2325
41,2885,2322
41,2866,2317
41,2888,2321
41,2880,2319
41,2870,2318
41,2869,2318
41,2874,2323
41,2886,2322
41,2889,2322
41,2869,2324
41,2873,2320
41,2897,2318
41,2869,2321
41,2866,2318
41,2889,2321
41,2859,2318
41,2887,2323
41,2872,2319
41,2878,2322
41,2899,2322
41,2885,2316
41,2870,2318
41,2880,2323
41,2872,2325
41,2872,2317
41,2891,2317
41,2869,2320
41,2871,2318
41,2891,2323
41,2897,2320
41,2895,2319
41,2887,2323
41,2864,2321
41,2892,2322
41,2883,2315
41,2884,2322
41,2895,2327
41,2890,2312
41,2877,2317
41,2884,2323
41,2872,2323
41,2868,2313
41,2879,2318
41,2897,2322
41,2883,2315
41,2871,2318
41,2880,2321
41,2879,2320
41,2863,2318
41,2895,2324
41,2889,2324
41,2896,2321
41,2871,2324
41,2871,2316
41,2891,2317
41,2882,2321
41,2881,2324
41,2889,2319
41,2875,2320
41,2884,2322
41,2885,2322
41,2877,2318
41,2873,2322
41,2875,2321
41,2889,2320
41,2875,2316
41,2876,2315
41,2878,2321
41,2900,2324
41,2873,2320
41,2869,2324
41,2847,2319
41,2888,2324
41,2861,2322
41,2882,2321
41,2893,2322
41,2864,2323
41,2887,2316
41,2873,2326
41,2879,2329
41,2894,2320
41,2878,2319
41,2876,2324
41,2874,2319
41,2884,2326
41,2888,2317
41,2871,2324
41,2881,2321
41,2884,2317
41,2873,2318
41,2879,2322
41,2894,2321
41,2881,2325
41,2883,2318
41,2870,2319
41,2866,2323
41,2887,2322
41,2877,2323
41,2886,2326
41,2892,2325
41,2885,2316
41,2873,2320
41,2877,2319
41,2871,2319
41,2876,2323
41,2894,2317
41,2890,2321
41,2876,2325
41,2891,2323
41,2869,2323
41,2894,2324
41,2870,2327
41,2875,2324
41,2892,2319
41,2883,2316
41,2879,2325
41,2878,2323
41,2868,2320
41,2881,2321
41,2875,2319
41,2869,2321
41,2866,2325
41,2877,2323
41,2895,2325
41,2883,2321
41,2905,2317
41,2875,2323
41,2870,2317
41,2885,2325
41,2879,2323
41,2917,2320
41,2863,2317
41,2894,2322
41,2880,2314
41,2884,2328
41,2878,2318
41,2891,2327
41,2884,2322
41,2868,2327
41,2890,2315
41,2878,2324
41,2885,2317
41,2886,2320
41,2880,2321
41,2885,2322
41,2863,2324
41,2901,2322
41,2889,2317
41,2877,2318
41,2891,2318
41,2885,2315
41,2875,2325
41,2873,2319
41,2871,2323
41,2878,2319
41,2887,2319
41,2879,2321
41,2890,2320
41,2872,2316
41,2880,2319
41,2885,2322
41,2875,2321
41,2874,2326
41,2881,2315
41,2881,2317
41,2888,2320
41,2884,2321
41,2880,2322
41,2882,2320
41,2880,2321
41,2878,2320
41,2873,2322
41,2904,2326
41,2885,2322
41,2912,2315
41,2894,2322
41,2883,2324
41,2871,2317
41,2891,2324
41,2869,2324
41,2878,2324
41,2883,2325
41,2884,2328
41,2879,2318
41,2868,2317
41,2881,2320
41,2866,2318
41,2888,2322
41,2886,2319
41,2890,2323
41,2878,2317
41,2876,2322
41,2875,2324
41,2878,2319
41,2876,2322
41,2888,2324
41,2875,2316
41,2887,2316
41,2903,2316
41,2889,2324
41,2875,2326
41,2881,2324
41,2875,2317
41,2899,2317
41,2884,2322
41,2886,2323
41,2882,2321
41,2871,2322
41,2872,2320
41,2883,2318
42,3018,2385
42,3014,2394
42,3001,2393
42,3013,2384
42,3013,2389
42,3026,2385
42,3003,2392
42,3022,2390
42,3047,2387
42,3023,2389
42,3024,2391
42,3015,2391
42,3009,2385
42,3002,2397
42,3009,2390
42,3004,2391
42,3012,2391
42,3007,2393
42,3009,2380
42,3020,2386
42,3016,2387
42,3017,2389
42,3022,2394
42,3010,2391
42,2999,2394
42,3007,2389
42,3025,2388
42,3015,2389
42,3020,2385
42,3005,2390
42,3014,2386
42,3027,2388
42,3010,2388
42,3015,2390
42,3005,2384
42,2991,2391
42,2996,2385
42,3020,2389
42,3012,2387
42,3014,2389
42,3032,2386
42,3045,2389
42,3017,2387
42,3024,2386
42,3023,2389
42,3026,2393
42,3010,2390
42,3024,2384
42,3001,2389
42,3021,2389
42,3016,2383
42,3007,2387
42,3016,2396
42,3005,2384
42,3017,2381
42,3026,2392
42,3026,2387
42,3006,2393
42,3030,2387
42,3028,2388
42,3014,2388
42,3023,2386
42,3018,2384
42,3011,2388
42,3006,2387
42,3014,2388
42,3030,2385
42,3008,2396
42,3024,2387
42,3012,2379
42,3016,2391
42,3004,2385
42,3006,2387
42,3018,2391
42,2999,2387
42,3029,2389
42,3000,2389
42,3015,2380
42,3024,2393
42,3013,2386
42,3025,2393
42,3019,2387
42,3017,2392
42,3015,2384
42,2991,2394
42,3005,2388
42,3014,2387
42,3012,2388
42,3025,2392
42,3020,2384
42,3010,2385
42,2995,2383
42,3026,2384
42,3002,2383
42,3007,2387
42,3026,2383
42,3023,2392
42,3019,2388
42,3008,2388
42,3007,2388
42,3014,2387
42,3011,2381
42,3033,2389
42,3008,2386
42,3016,2381
42,3018,2395
42,3013,2382
42,3004,2385
42,3001,2388
42,3011,2386
42,3021,2391
42,3018,2387
42,3000,2392
42,3014,2391
42,3008,2390
42,3001,2386
42,3017,2390
42,3020,2387
42,3008,2386
42,3006,2385
42,3002,2385
42,3009,2392
42,3005,2390
42,3011,2391
42,3015,2392
42,3002,2390
42,3021,2391
42,3038,2388
42,3018,2394
42,3010,2392
42,3015,2390
42,3000,2385
42,3016,2385
42,3014,2382
42,3009,2385
42,3011,2385
42,3006,2389
42,3012,2381
42,3003,2391
42,3016,2394
42,3022,2383
42,3018,2386
42,3018,2398
42,3013,2389
42,3014,2385
42,3006,2392
42,3006,2380
42,3001,2391
42,3018,2390
42,3014,2386
42,3013,2382
42,3010,2387
42,3008,2384
42,3024,2385
42,3017,2387
42,3006,2392
42,2996,2388
42,3012,2391
42,3005,2381
42,3020,2387
42,3011,2384
42,3033,2392
42,3010,2389
42,3016,2390
42,3000,2387
42,3011,2389
42,3023,2387
42,3019,2393
42,3013,2385
42,3003,2393
42,3011,2388
42,3021,2393
42,3022,2388
42,2998,2380
42,3018,2392
42,3027,2388
42,3020,2388
42,3012,2384
42,3005,2391
42,3037,2387
42,2999,2388
42,3022,2384
42,3002,2388
42,3026,2395
42,3013,2390
42,3011,2392
42,3008,2388
42,3027,2390
42,3016,2393
42,3012,2387
42,3002,2394
42,3041,2389
42,3022,2385
42,3008,2385
42,3015,2385
42,3018,2389
42,3009,2386
42,3010,2390
42,2999,2389
42,3013,2383
42,3002,2382
42,3024,2390
42,3025,2387
42,3010,2390
42,3012,2392
42,3016,2387
42,3017,2392
42,3018,2391
42,3027,2388
42,3022,2389
42,3016,2392
42,3020,2389
42,3000,2383
42,3000,2386
42,3022,2385
42,3024,2391
42,3023,2393
42,3027,2393
42,3000,2392
42,3015,2390
42,3020,2386
42,3010,2388
42,3012,2389
42,3013,2386
42,3013,2387
42,3026,2389
42,3025,2388
42,2998,2386
42,3014,2386
42,3017,2385
42,3017,2380
42,3025,2386
42,3005,2393
42,3016,2386
42,3006,2391
42,3012,2391
42,3020,2392
42,3012,2390
42,3009,2386
42,3003,2395
42,3028,2384
42,3026,2386
42,3009,2387
42,3002,2391
42,3017,2385
42,3003,2392
42,3020,2391
42,3020,2387
42,3016,2389
42,3030,2383
42,3018,2388
42,3002,2387
42,3008,2388
42,3019,2388
42,3009,2389
42,3003,2387
42,3015,2387
42,3023,2386
42,3007,2391
42,3004,2389
42,3021,2391
42,3030,2391
42,3017,2386
42,2999,2386
42,3020,2388
42,2999,2388
42,3009,2382
42,3012,2390
42,3011,2392
42,3028,2388
42,3001,2383
42,3016,2388
42,3021,2391
42,3026,2387
42,3003,2386
42,3016,2379
42,3016,2389
42,3013,2391
42,3031,2394
42,3029,2383
42,3016,2393
42,3031,2386
42,3012,2390
42,3011,2387
42,3017,2388
42,3007,2385
42,3014,2385
42,3012,2387
42,3005,2388
42,3030,2387
42,3037,2390
42,3005,2384
42,3034,2387
42,3001,2389
42,3030,2387
42,3006,2385
42,3010,2389
42,3021,2390
42,3022,2392
42,2993,2389
42,3033,2388
42,3017,2395
42,3001,2390
42,3023,2386
42,3022,2391
42,3007,2389
42,3014,2386
42,3034,2388
42,3018,2394
42,3012,2391
42,3018,2394
42,2999,2387
42,3005,2391
42,3008,2381
42,3030,2378
42,3019,2384
42,3005,2386
42,3017,2389
42,3015,2389
42,3002,2388
42,3030,2388
42,3014,2392
42,2994,2392
42,3021,2392
42,3022,2390
42,3014,2383
42,3023,2386
42,3017,2392
42,3010,2389
42,3007,2388
42,3017,2390
42,3013,2389
42,3018,2389
42,3023,2388
42,3018,2391
42,3017,2388
42,2997,2391
42,3018,2394
42,2986,2390
42,3027,2391
42,3015,2392
42,3023,2386
42,2992,2389
42,3001,2385
42,3015,2383
42,3015,2387
42,3011,2392
42,3017,2392
42,3015,2392
42,3013,2379
42,3026,2391
42,3021,2385
42,3019,2395
42,3009,2394
42,2993,2388
42,3027,2390
42,3009,2381
42,3001,2386
42,3013,2386
42,3029,2388
42,3007,2396
42,3014,2387
42,3000,2388
42,3009,2388
42,3042,2390
42,3034,2382
42,3017,2389
42,3011,2390
42,3020,2384
42,3029,2386
42,3024,2389
42,3016,2391
42,3008,2392
42,3017,2385
42,3011,2387
42,3028,2385
42,3007,2382
42,3011,2389
42,3005,2389
42,3005,2383
42,2998,2390
42,3014,2393
42,3023,2385
42,3010,2390
42,3022,2388
42,3008,2395
42,3011,2382
42,3020,2389
42,3014,2392
42,3014,2383
42,3006,2388
42,2997,2385
42,3023,2386
42,3004,2390
42,3008,2388
42,3013,2388
42,3014,2385
42,3008,2388
42,3028,2389
42,3019,2393
42,3016,2391
42,3021,2384
42,3009,2392
42,2990,2389
42,3014,2387
42,3023,2389
42,3005,2395
42,3012,2385
42,3024,2388
42,3017,2389
42,3023,2393
42,3027,2386
42,3019,2391
42,3005,2387
42,3023,2388
42,3036,2384
42,3023,2391
42,3005,2393
42,3000,2390
42,3047,2388
42,2998,2389
42,3020,2382
42,3018,2384
42,3012,2389
42,3023,2385
42,3035,2389
42,3003,2386
42,3018,2392
42,3017,2389
42,3024,2392
42,3026,2390
42,3020,2390
42,3004,2383
42,3030,2388
42,3010,2384
42,3021,2392
42,3002,2388
42,3014,2395
42,3015,2387
42,3016,2388
42,3026,2386
42,3021,2383
42,3009,2388
42,3019,2387
42,3011,2392
42,3004,2387
42,3015,2393
42,3015,2386
42,3017,2386
42,3017,2389
42,3005,2385
42,3006,2385
42,3013,2396
42,3020,2382
42,3011,2382
42,3003,2393
42,3021,2391
42,3002,2385
42,3021,2385
42,3007,2391
42,3008,2394
42,3021,2384
42,3028,2389
42,3021,2381
42,3011,2394
42,3028,2390
42,3018,2385
42,3013,2388
42,3021,2388
42,3004,2393
42,3011,2390
42,3021,2387
42,3019,2388
42,3004,2390
42,3008,2387
42,3009,2383
42,3005,2385
42,3004,2392
42,3012,2392
42,3023,2389
42,3024,2389
42,3002,2383
42,3020,2381
42,3011,2390
42,3017,2389
42,3016,2393
42,3012,2387
42,3035,2387
42,3009,2386
42,3011,2392
42,3022,2389
42,3019,2389
42,3008,2389
42,3016,2389
42,3016,2388
42,3004,2393
42,3017,2389
42,3001,2390
42,3011,2392
42,3000,2392
42,3002,2383
42,3004,2387
42,3021,2392
42,3029,2388
42,3006,2387
42,3023,2391
42,3005,2388
42,3019,2388
42,3007,2388
42,3029,2387
42,3029,2391
42,3000,2384
42,3008,2388
42,3013,2387
42,3023,2388
42,3004,2390
42,3015,2392
42,3009,2388
42,3031,2388
42,3014,2388
42,3018,2390
42,3035,2390
42,3010,2379
42,3009,2386
42,3015,2389
42,3020,2383
42,3029,2385
42,3024,2392
42,3015,2392
42,3026,2388
42,3013,2394
42,3018,2389
42,3019,2384
42,3028,2392
42,3006,2383
42,3057,2381
42,3007,2387
42,3007,2390
42,3029,2397
42,3022,2389
42,3021,2389
42,3022,2387
42,3008,2389
42,3023,2393
42,3023,2390
42,2998,2389
42,3042,2387
42,3032,2389
42,3016,2388
42,3009,2389
42,3002,2394
42,3004,2390
42,3018,2384
42,3028,2389
42,3023,2390
42,3014,2389
42,3000,2387
42,3016,2390
42,3014,2391
42,3021,2383
42,3025,2394
42,3024,2388
42,3012,2386
42,3010,2392
42,3026,2388
42,3028,2386
42,3021,2384
42,3009,2391
42,3015,2385
42,3015,2393
42,3010,2390
42,3008,2389
42,3011,2388
42,2999,2387
42,3025,2385
42,3012,2389
42,3022,2391
42,3007,2394
42,3007,2387
42,3014,2389
42,3016,2382
42,3000,2385
42,3004,2386
42,3013,2394
42,3020,2387
42,3015,2393
42,3003,2394
42,3008,2382
42,3009,2394
42,3020,2389
42,3026,2389
42,3036,2393
42,3014,2387
42,3015,2390
42,3007,2386
42,3011,2385
42,3014,2390
42,3025,2393
42,3008,2393
42,3014,2381
42,3018,2386
42,3026,2391
42,3016,2381
42,3016,2389
42,3006,2385
42,3016,2388
42,2998,2386
42,3010,2380
42,3020,2392
42,3014,2393
42,3012,2384
42,3016,2389
42,3013,2389
42,3011,2391
42,3025,2387
42,2998,2388
42,3008,2392
42,3034,2390
42,2999,2388
42,3000,2395
42,3028,2394
42,3031,2387
42,3008,2379
42,3032,2386
42,3014,2391
42,3015,2390
42,3015,2390
42,3024,2386
42,3010,2389
42,3006,2393
42,3001,2394
42,2998,2384
42,3011,2390
42,3005,2388
42,3019,2385
42,3010,2393
42,3018,2392
42,3012,2394
42,3019,2385
42,3002,2384
42,3020,2382
42,3015,2390
42,3022,2385
42,3003,2388
42,3008,2388
42,2999,2389
42,3025,2382
42,3012,2393
42,3020,2381
42,3011,2388
42,3030,2393
42,3033,2386
42,3014,2396
42,3016,2389
42,3030,2390
42,3024,2389
42,2996,2388
42,3026,2389
42,3020,2391
42,3009,2386
42,3020,2393
42,3015,2384
42,3006,2389
42,3023,2389
42,3015,2389
42,3033,2389
42,3015,2379
42,3023,2383
42,3009,2389
42,3020,2390
42,3030,2390
42,3010,2393
42,3006,2388
42,3014,2387
42,3000,2390
42,3019,2389
42,3008,2389
42,3013,2389
42,3018,2387
42,3017,2389
42,3035,2388
42,3024,2388
42,3004,2387
42,3004,2388
42,3018,2387
42,3030,2389
42,3006,2390
42,3009,2385
42,3029,2390
42,3023,2388
42,3014,2387
42,3016,2387
42,3002,2389
42,3013,2387
42,3019,2392
42,3008,2387
42,3009,2386
42,3008,2384
42,3044,2385
42,3025,2389
42,3006,2391
42,3009,2393
42,3009,2390
42,3021,2385
42,2998,2386
42,3015,2389
42,3003,2391
42,3023,2386
42,3010,2386
42,3012,2391
42,3017,2383
42,3018,2386
42,3007,2386
42,3028,2383
42,3026,2388
42,3014,2382
42,3014,2388
42,2999,2389
42,3003,2393
42,2993,2392
42,3028,2392
42,3013,2384
42,3001,2391
42,3030,2383
42,3030,2395
42,3025,2385
42,3004,2388
42,3008,2392
42,3019,2395
42,3006,2386
42,2999,2387
42,3023,2388
42,3005,2388
42,3014,2391
42,3006,2393
42,3006,2387
42,3015,2386
42,3014,2390
42,3017,2392
42,3010,2385
42,3022,2393
42,2995,2384
42,3030,2385
42,3015,2392
42,3018,2390
42,3019,2388
42,3012,2391
42,3010,2393
42,3013,2388
42,3029,2392
42,3013,2394
42,3015,2389
42,3029,2382
42,3026,2390
42,3009,2389
42,3018,2393
42,3007,2394
42,3017,2392
42,3026,2389
42,3031,2389
42,3005,2385
42,3021,2390
42,3011,2393
42,3020,2390
42,3021,2383
42,3008,2387
42,3023,2389
42,3018,2387
42,3009,2395
42,3001,2394
42,3027,2389
42,3004,2381
42,3008,2392
42,3020,2390
42,3015,2386
42,3006,2387
42,3004,2384
42,3003,2383
42,3017,2388
42,3022,2390
42,3007,2387
42,3033,2386
42,3007,2390
42,3021,2393
42,3020,2391
42,3038,2381
42,3034,2382
42,3011,2390
42,3004,2392
42,3022,2386
42,3010,2385
42,3021,2391
42,2999,2389
42,2999,2387
42,3011,2386
42,3001,2392
42,3017,2391
42,3015,2384
42,3012,2385
42,3015,2391
42,3013,2388
42,3007,2386
42,3021,2390
42,3023,2389
42,3012,2388
42,3012,2384
42,3020,2381
42,3004,2394
42,3017,2385
42,3015,2391
42,3002,2392
42,3019,2385
42,3008,2389
42,3019,2395
42,3015,2391
42,3015,2381
42,3010,2382
42,3003,2392
42,3008,2393
42,3017,2389
42,3024,2387
42,2998,2385
42,3005,2391
42,3012,2391
42,3012,2383
42,3007,2390
42,3007,2394
42,3024,2395
42,3017,2385
42,3025,2385
42,3024,2390
42,3013,2387
42,3032,2383
42,3027,2395
42,3000,2383
42,3014,2394
42,3020,2389
42,3002,2389
42,3004,2388
42,3020,2392
42,3021,2385
42,3017,2383
42,3003,2389
42,3013,2393
42,3008,2391
42,3013,2386
42,3011,2382
42,3021,2391
42,2998,2387
42,3019,2386
42,3012,2387
42,3007,2393
42,3006,2393
42,3019,2385
42,3031,2383
42,3009,2382
42,3020,2390
42,3008,2385
42,3020,2389
42,3007,2385
42,3017,2386
42,3009,2391
42,3002,2386
42,3017,2386
42,3020,2379
42,3016,2390
42,3026,2387
42,3016,2389
42,3003,2393
42,3003,2394
42,3012,2385
42,3017,2392
42,3025,2390
42,3026,2388
42,3019,2387
42,3029,2394
42,3013,2390
42,3012,2386
42,3003,2386
42,3027,2387
42,3010,2389
42,3016,2387
42,3016,2386
42,3005,2389
42,3030,2388
42,3016,2389
42,3010,2387
42,3000,2387
42,3021,2385
42,3006,2384
42,3003,2387
42,3009,2395
42,3012,2391
42,3033,2386
42,3025,2390
42,3021,2384
42,3007,2387
42,3019,2389
42,3002,2390
42,3013,2394
42,3015,2382
42,3023,2384
42,3022,2389
42,3030,2392
42,3022,2384
42,3015,2390
42,3014,2394
42,3012,2394
42,3013,2389
42,3023,2392
42,3021,2395
42,3017,2383
42,3003,2387
42,3027,2383
42,3022,2391
42,3010,2385
42,3027,2391
42,3020,2386
42,3004,2389
42,3002,2389
42,3000,2388
42,3011,2392
42,3008,2385
42,3026,2391
42,3008,2386
42,3025,2389
42,3004,2383
42,2997,2391
42,2994,2386
42,3009,2381
42,3012,2389
42,3021,2383
42,3002,2382
42,3008,2387
42,3013,2386
42,3012,2396
42,2998,2385
42,3019,2393
42,3035,2390
42,3012,2386
42,3008,2392
42,3014,2380
42,2999,2386
42,3020,2390
42,3023,2391
42,3016,2395
42,3014,2390
42,3031,2390
42,3015,2392
42,3025,2391
42,3017,2391
42,3022,2382
42,3028,2391
42,3003,2387
42,3018,2390
42,3011,2390
42,3015,2389
42,3019,2391
42,2999,2387
42,3008,2387
42,3020,2394
42,3024,2384
42,3012,2393
42,3018,2395
42,3021,2389
42,3029,2389
42,3023,2394
42,3024,2388
42,3032,2387
42,3022,2388
42,3007,2387
